,word,rating
6739,for,1.0
6740,the,1.0
6741,difficult,1.0
6742,task,1.0
6743,of,1.0
6744,defending,1.0
6745,a,1.0
6746,farming,1.0
6747,town,1.0
6748,from,1.0
6749,a,1.0
6750,group,1.0
6751,of,1.0
6752,"bandits,",1.0
6753,strikes,1.0
6754,a,1.0
6755,particularly,1.0
6756,familiar,1.0
6757,"chord,",1.0
6758,as,1.0
6759,do,1.0
6760,those,1.0
6761,showing,1.0
6762,the,1.0
6763,samurai,1.0
6764,training,1.0
6765,the,1.0
6766,lowly,1.0
6767,villagers,1.0
6768,to,1.0
6769,fight,1.0
6770,and,1.0
6771,use,1.0
6772,weapons.,1.0
6773,"Indeed,",1.0
6774,the,1.0
6775,theme,1.0
6776,of,1.0
6777,a,1.0
6778,highly,1.0
6779,experienced,1.0
6780,group,1.0
6781,of,1.0
6782,"""tough",1.0
6783,"guys""",1.0
6784,taking,1.0
6785,up,1.0
6786,the,1.0
6787,cause,1.0
6788,of,1.0
6789,the,1.0
6790,disenfranchised,1.0
6791,has,1.0
6792,become,1.0
6793,something,1.0
6794,of,1.0
6795,an,1.0
6796,action,1.0
6797,film,1.0
6798,"cliche,",1.0
6799,portions,1.0
6800,of,1.0
6801,which,1.0
6802,echo,1.0
6803,throughout,1.0
6804,the,1.0
6805,American,1.0
6806,"western,",1.0
6807,as,1.0
6808,well,1.0
6809,as,1.0
6810,its,1.0
6811,progeny,1.0
6812,(think,1.0
6813,The,1.0
6814,Dirty,1.0
6815,"Dozen,",1.0
6816,The,1.0
6817,Road,1.0
6818,Warrior,1.0
6819,or,1.0
6820,even,1.0
6821,television's,1.0
6822,The,1.0
6823,A,1.0
6824,Team).,1.0
6825,But,1.0
6826,what,1.0
6827,really,1.0
6828,stands,1.0
6829,out,1.0
6830,in,1.0
6831,Seven,1.0
6832,Samurai,1.0
6833,are,1.0
6834,its,1.0
6835,characters.,1.0
6836,They,1.0
6837,run,1.0
6838,the,1.0
6839,"gamut,",1.0
6840,from,1.0
6841,elder,1.0
6842,teacher,1.0
6843,to,1.0
6844,hopeful,1.0
6845,"youth,",1.0
6846,stoic,1.0
6847,warrior,1.0
6848,to,1.0
6849,undisciplined,1.0
6850,brigand.,1.0
6851,Kurosawa,1.0
6852,even,1.0
6853,finds,1.0
6854,room,1.0
6855,for,1.0
6856,a,1.0
6857,youthful,1.0
6858,"romance,",1.0
6859,not,1.0
6860,to,1.0
6861,mention,1.0
6862,the,1.0
6863,mix,1.0
6864,of,1.0
6865,poor,1.0
6866,and,1.0
6867,beleaguered,1.0
6868,townspeople,1.0
6869,he,1.0
6870,depicts,1.0
6871,within,1.0
6872,the,1.0
6873,setting,1.0
6874,of,1.0
6875,the,1.0
6876,town.,1.0
6877,Perhaps,1.0
6878,its,1.0
6879,no,1.0
6880,wonder,1.0
6881,the,1.0
6882,enemy,1.0
6883,bandits,1.0
6884,are,1.0
6885,virtually,1.0
6886,faceless--,1.0
6887,there,1.0
6888,is,1.0
6889,so,1.0
6890,much,1.0
6891,conflict,1.0
6892,and,1.0
6893,passion,1.0
6894,present,1.0
6895,within,1.0
6896,the,1.0
6897,group,1.0
6898,of,1.0
6899,"protagonists,",1.0
6900,the,1.0
6901,villains,1.0
6902,need,1.0
6903,not,1.0
6904,be,1.0
6905,more,1.0
6906,than,1.0
6907,a,1.0
6908,vague,1.0
6909,threat.,1.0
6910,Through,1.0
6911,it,1.0
6912,all,1.0
6913,Kurosawa,1.0
6914,never,1.0
6915,forgets,1.0
6916,who,1.0
6917,these,1.0
6918,people,1.0
6919,are,1.0
6920,and,1.0
6921,where,1.0
6922,they,1.0
6923,stand,1.0
6924,in,1.0
6925,comparison,1.0
6926,to,1.0
6927,one,1.0
6928,another.,1.0
6929,"Obviously,",1.0
6930,the,1.0
6931,samurai,1.0
6932,"are,",1.0
6933,for,1.0
6934,the,1.0
6935,most,1.0
6936,"part,",1.0
6937,"samurai,",1.0
6938,while,1.0
6939,the,1.0
6940,townspeople,1.0
6941,are,1.0
6942,merely,1.0
6943,"peasants,",1.0
6944,lacking,1.0
6945,even,1.0
6946,in,1.0
6947,funds,1.0
6948,to,1.0
6949,pay,1.0
6950,their,1.0
6951,noble,1.0
6952,defenders.,1.0
6953,Kurosawa,1.0
6954,deftly,1.0
6955,illustrates,1.0
6956,these,1.0
6957,class,1.0
6958,differences,1.0
6959,by,1.0
6960,having,1.0
6961,one,1.0
6962,peasant,1.0
6963,fear,1.0
6964,horribly,1.0
6965,for,1.0
6966,the,1.0
6967,honor,1.0
6968,of,1.0
6969,his,1.0
6970,"daughter,",1.0
6971,who,1.0
6972,he,1.0
6973,suspects,1.0
6974,will,1.0
6975,be,1.0
6976,lured,1.0
6977,by,1.0
6978,the,1.0
6979,wealth,1.0
6980,of,1.0
6981,the,1.0
6982,samurai;,1.0
6983,and,1.0
6984,also,1.0
6985,by,1.0
6986,giving,1.0
6987,us,1.0
6988,one,1.0
6989,samurai,1.0
6990,who,1.0
6991,is,1.0
6992,no,1.0
6993,samurai,1.0
6994,at,1.0
6995,"all,",1.0
6996,but,1.0
6997,merely,1.0
6998,a,1.0
6999,peasant,1.0
7000,himself,1.0
7001,whose,1.0
7002,own,1.0
7003,farming,1.0
7004,village,1.0
7005,was,1.0
7006,in,1.0
7007,his,1.0
7008,youth,1.0
7009,destroyed,1.0
7010,by,1.0
7011,marauding,1.0
7012,warriors.,1.0
7013,The,1.0
7014,film,1.0
7015,thus,1.0
7016,wraps,1.0
7017,a,1.0
7018,a,1.0
7019,portrait,1.0
7020,of,1.0
7021,class,1.0
7022,conflict,1.0
7023,in,1.0
7024,a,1.0
7025,cloak,1.0
7026,of,1.0
7027,solidarity.,1.0
7028,The,1.0
7029,samurai,1.0
7030,unite,1.0
7031,to,1.0
7032,defend,1.0
7033,the,1.0
7034,poor,1.0
7035,"peasants,",1.0
7036,but,1.0
7037,the,1.0
7038,ending,1.0
7039,is,1.0
7040,not,1.0
7041,exactly,1.0
7042,happy,1.0
7043,for,1.0
7044,them.,1.0
7045,Nor,1.0
7046,are,1.0
7047,the,1.0
7048,peasants,1.0
7049,completely,1.0
7050,honorable.,1.0
7051,We,1.0
7052,"learn,",1.0
7053,for,1.0
7054,"instance,",1.0
7055,that,1.0
7056,they,1.0
7057,have,1.0
7058,in,1.0
7059,the,1.0
7060,past,1.0
7061,murdered,1.0
7062,defeated,1.0
7063,samurai,1.0
7064,and,1.0
7065,looted,1.0
7066,their,1.0
7067,"bodies,",1.0
7068,and,1.0
7069,it,1.0
7070,becomes,1.0
7071,apparent,1.0
7072,late,1.0
7073,in,1.0
7074,the,1.0
7075,film,1.0
7076,that,1.0
7077,their,1.0
7078,claims,1.0
7079,of,1.0
7080,poverty,1.0
7081,are,1.0
7082,perhaps,1.0
7083,not,1.0
7084,as,1.0
7085,truthful,1.0
7086,as,1.0
7087,at,1.0
7088,first,1.0
7089,seemed,1.0
7090,apparent.,1.0
7091,So,1.0
7092,why,1.0
7093,do,1.0
7094,the,1.0
7095,samurai,1.0
7096,defend,1.0
7097,them,1.0
7098,so,1.0
7099,valiantly?,1.0
7100,For,1.0
7101,honor?,1.0
7102,For,1.0
7103,love,1.0
7104,of,1.0
7105,adventure?,1.0
7106,The,1.0
7107,answer,1.0
7108,to,1.0
7109,this,1.0
7110,question,1.0
7111,is,1.0
7112,left,1.0
7113,intentionally,1.0
7114,vague;,1.0
7115,it,1.0
7116,is,1.0
7117,up,1.0
7118,to,1.0
7119,each,1.0
7120,viewer,1.0
7121,to,1.0
7122,draw,1.0
7123,his,1.0
7124,or,1.0
7125,her,1.0
7126,own,1.0
7127,conclusions.,1.0
7128,It,1.0
7129,is,1.0
7130,to,1.0
7131,the,1.0
7132,film's,1.0
7133,credit,1.0
7134,that,1.0
7135,it,1.0
7136,forces,1.0
7137,such,1.0
7138,questions,1.0
7139,upon,1.0
7140,us,1.0
7141,while,1.0
7142,never,1.0
7143,allowing,1.0
7144,them,1.0
7145,to,1.0
7146,cause,1.0
7147,the,1.0
7148,motivations,1.0
7149,of,1.0
7150,its,1.0
7151,characters,1.0
7152,to,1.0
7153,seem,1.0
7154,untrue.,1.0
7155,Modern,1.0
7156,viewers,1.0
7157,will,1.0
7158,find,1.0
7159,the,1.0
7160,action,1.0
7161,sequences,1.0
7162,of,1.0
7163,Seven,1.0
7164,Samurai,1.0
7165,to,1.0
7166,be,1.0
7167,restrained.,1.0
7168,There,1.0
7169,"are,",1.0
7170,for,1.0
7171,"instance,",1.0
7172,no,1.0
7173,"""Gladiator""",1.0
7174,or,1.0
7175,"""Braveheart""",1.0
7176,moments,1.0
7177,in,1.0
7178,which,1.0
7179,limbs,1.0
7180,are,1.0
7181,visibly,1.0
7182,hacked,1.0
7183,"off,",1.0
7184,blood,1.0
7185,flies,1.0
7186,and,1.0
7187,speakers,1.0
7188,pound,1.0
7189,with,1.0
7190,booming,1.0
7191,audio.,1.0
7192,But,1.0
7193,the,1.0
7194,action,1.0
7195,is,1.0
7196,wonderfully,1.0
7197,filmed,1.0
7198,and,1.0
7199,there,1.0
7200,is,1.0
7201,some,1.0
7202,early,1.0
7203,use,1.0
7204,of,1.0
7205,slow,1.0
7206,motion,1.0
7207,to,1.0
7208,accentuate,1.0
7209,key,1.0
7210,moments.,1.0
7211,The,1.0
7212,3,1.0
7213,1/2,1.0
7214,hour,1.0
7215,running,1.0
7216,time,1.0
7217,may,1.0
7218,also,1.0
7219,deter,1.0
7220,"some,",1.0
7221,but,1.0
7222,I,1.0
7223,find,1.0
7224,the,1.0
7225,length,1.0
7226,to,1.0
7227,be,1.0
7228,one,1.0
7229,of,1.0
7230,the,1.0
7231,film's,1.0
7232,charms;,1.0
7233,it,1.0
7234,takes,1.0
7235,its,1.0
7236,dear,1.0
7237,sweet,1.0
7238,time,1.0
7239,in,1.0
7240,exposing,1.0
7241,its,1.0
7242,"riches,",1.0
7243,and,1.0
7244,no,1.0
7245,single,1.0
7246,moment,1.0
7247,feels,1.0
7248,underdeveloped,1.0
7249,or,1.0
7250,awkward.,1.0
7251,Don't,1.0
7252,miss,1.0
7253,it.,1.0
7254,10/10,1.0
7255,Cidade,1.0
7256,de,1.0
7257,Deus,1.0
7258,seems,1.0
7259,to,1.0
7260,have,1.0
7261,a,1.0
7262,lot,1.0
7263,of,1.0
7264,praise,1.0
7265,on,1.0
7266,the,1.0
7267,IMDb,1.0
7268,"boards,",1.0
7269,and,1.0
7270,with,1.0
7271,good,1.0
7272,reason,1.0
7273,too.,1.0
7274,It,1.0
7275,simply,1.0
7276,"is,",1.0
7277,in,1.0
7278,my,1.0
7279,"opinion,",1.0
7280,one,1.0
7281,of,1.0
7282,the,1.0
7283,best,1.0
7284,contemporary,1.0
7285,films,1.0
7286,ever,1.0
7287,made.,1.0
7288,Based,1.0
7289,on,1.0
7290,true,1.0
7291,events,1.0
7292,and,1.0
7293,characters,1.0
7294,who,1.0
7295,live,1.0
7296,in,1.0
7297,the,1.0
7298,overlooked,1.0
7299,and,1.0
7300,poverty,1.0
7301,stricken,1.0
7302,slums,1.0
7303,in,1.0
7304,the,1.0
7305,shadows,1.0
7306,of,1.0
7307,Rio,1.0
7308,de,1.0
7309,"Janiero,",1.0
7310,where,1.0
7311,life,1.0
7312,expectancy,1.0
7313,doesn't,1.0
7314,reach,1.0
7315,the,1.0
7316,30's,1.0
7317,and,1.0
7318,drug,1.0
7319,dealers,1.0
7320,are,1.0
7321,kings.,1.0
7322,The,1.0
7323,tale,1.0
7324,of,1.0
7325,the,1.0
7326,City,1.0
7327,of,1.0
7328,"God,",1.0
7329,and,1.0
7330,its,1.0
7331,myriad,1.0
7332,of,1.0
7333,characters,1.0
7334,is,1.0
7335,told,1.0
7336,by,1.0
7337,"Rocket,",1.0
7338,a,1.0
7339,young,1.0
7340,man,1.0
7341,who,1.0
7342,struggles,1.0
7343,to,1.0
7344,make,1.0
7345,something,1.0
7346,of,1.0
7347,his,1.0
7348,"life,",1.0
7349,other,1.0
7350,than,1.0
7351,to,1.0
7352,wind,1.0
7353,up,1.0
7354,another,1.0
7355,victim,1.0
7356,of,1.0
7357,drugs,1.0
7358,or,1.0
7359,gang,1.0
7360,wars.,1.0
7361,Not,1.0
7362,only,1.0
7363,are,1.0
7364,the,1.0
7365,characters,1.0
7366,in,1.0
7367,City,1.0
7368,of,1.0
7369,God,1.0
7370,absolutely,1.0
7371,"fascinating,",1.0
7372,and,1.0
7373,also,1.0
7374,very,1.0
7375,"endearing,",1.0
7376,but,1.0
7377,also,1.0
7378,convincingly,1.0
7379,acted,1.0
7380,by,1.0
7381,groups,1.0
7382,of,1.0
7383,young,1.0
7384,and,1.0
7385,unknown,1.0
7386,actors.,1.0
7387,The,1.0
7388,stoies,1.0
7389,are,1.0
7390,"well-told,",1.0
7391,and,1.0
7392,at,1.0
7393,"times,",1.0
7394,"funny,",1.0
7395,and,1.0
7396,at,1.0
7397,"others,",1.0
7398,brutally,1.0
7399,shocking.,1.0
7400,The,1.0
7401,cinematic,1.0
7402,style,1.0
7403,of,1.0
7404,the,1.0
7405,film,1.0
7406,gives,1.0
7407,a,1.0
7408,nod,1.0
7409,to,1.0
7410,"Tarantino,",1.0
7411,with,1.0
7412,some,1.0
7413,clever,1.0
7414,"time-jumping,",1.0
7415,"freeze-framing,",1.0
7416,and,1.0
7417,texts,1.0
7418,indicating,1.0
7419,another,1.0
7420,chapter,1.0
7421,of,1.0
7422,the,1.0
7423,film.,1.0
7424,In,1.0
7425,every,1.0
7426,"sense,",1.0
7427,a,1.0
7428,bit,1.0
7429,of,1.0
7430,a,1.0
7431,Brazillian,1.0
7432,"""Pulp",1.0
7433,"Fiction""",1.0
7434,or,1.0
7435,"""Goodfellas"",",1.0
7436,but,1.0
7437,with,1.0
7438,its,1.0
7439,own,1.0
7440,unique,1.0
7441,flavour,1.0
7442,to,1.0
7443,it.,1.0
7444,The,1.0
7445,City,1.0
7446,of,1.0
7447,God,1.0
7448,is,1.0
7449,a,1.0
7450,"marvel,",1.0
7451,and,1.0
7452,a,1.0
7453,highly,1.0
7454,recommended,1.0
7455,film,1.0
7456,to,1.0
7457,"watch,",1.0
7458,but,1.0
7459,not,1.0
7460,recommended,1.0
7461,for,1.0
7462,the,1.0
7463,over-sensitive,1.0
7464,or,1.0
7465,easily,1.0
7466,distressed.,1.0
7467,What,1.0
7468,made,1.0
7469,this,1.0
7470,the,1.0
7471,hugely,1.0
7472,successful,1.0
7473,triumph,1.0
7474,it,1.0
7475,was?,1.0
7476,Was,1.0
7477,it,1.0
7478,"casting,",1.0
7479,"music,",1.0
7480,"imagination,",1.0
7481,"ingenuity,",1.0
7482,or,1.0
7483,luck?,1.0
7484,I,1.0
7485,remember,1.0
7486,opening,1.0
7487,day,1.0
7488,at,1.0
7489,the,1.0
7490,theaters.,1.0
7491,I,1.0
7492,was,1.0
7493,old,1.0
7494,enough,1.0
7495,to,1.0
7496,remember,1.0
7497,every,1.0
7498,"scene,",1.0
7499,every,1.0
7500,"character,",1.0
7501,every,1.0
7502,nuance,1.0
7503,of,1.0
7504,this,1.0
7505,film;,1.0
7506,having,1.0
7507,committed,1.0
7508,it,1.0
7509,to,1.0
7510,memory,1.0
7511,"forever,",1.0
7512,as,1.0
7513,if,1.0
7514,I,1.0
7515,would,1.0
7516,never,1.0
7517,again,1.0
7518,be,1.0
7519,able,1.0
7520,to,1.0
7521,see,1.0
7522,this,1.0
7523,"beloved,",1.0
7524,instantly,1.0
7525,loved,1.0
7526,masterpiece.,1.0
7527,I,1.0
7528,also,1.0
7529,remember,1.0
7530,that,1.0
7531,the,1.0
7532,HIT,1.0
7533,factor,1.0
7534,of,1.0
7535,this,1.0
7536,movie,1.0
7537,was,1.0
7538,so,1.0
7539,unexpected,1.0
7540,that,1.0
7541,you,1.0
7542,had,1.0
7543,to,1.0
7544,wait,1.0
7545,literal,1.0
7546,MONTHS,1.0
7547,to,1.0
7548,get,1.0
7549,the,1.0
7550,action,1.0
7551,figures,1.0
7552,promised,1.0
7553,on,1.0
7554,the,1.0
7555,cereal,1.0
7556,boxes.,1.0
7557,The,1.0
7558,pieces,1.0
7559,were,1.0
7560,still,1.0
7561,in,1.0
7562,the,1.0
7563,manufacturing,1.0
7564,process,1.0
7565,and,1.0
7566,we,1.0
7567,had,1.0
7568,to,1.0
7569,settle,1.0
7570,for,1.0
7571,coupons,1.0
7572,promising,1.0
7573,our,1.0
7574,toys,1.0
7575,in,1.0
7576,a,1.0
7577,few,1.0
7578,months.,1.0
7579,I,1.0
7580,wound,1.0
7581,up,1.0
7582,seeing,1.0
7583,this,1.0
7584,in,1.0
7585,the,1.0
7586,theaters,1.0
7587,a,1.0
7588,grand,1.0
7589,total,1.0
7590,of,1.0
7591,36,1.0
7592,times;,1.0
7593,much,1.0
7594,to,1.0
7595,my,1.0
7596,mother's,1.0
7597,dismay.,1.0
7598,She,1.0
7599,loved,1.0
7600,the,1.0
7601,movie,1.0
7602,as,1.0
7603,I,1.0
7604,"did,",1.0
7605,but,1.0
7606,felt,1.0
7607,I,1.0
7608,was,1.0
7609,obsessed.,1.0
7610,"Today,",1.0
7611,thirty,1.0
7612,years,1.0
7613,"later,",1.0
7614,sitting,1.0
7615,here,1.0
7616,writing,1.0
7617,this,1.0
7618,"review,",1.0
7619,I,1.0
7620,realize,1.0
7621,how,1.0
7622,right,1.0
7623,she,1.0
7624,was.,1.0
7625,I'm,1.0
7626,still,1.0
7627,obsessed,1.0
7628,with,1.0
7629,this,1.0
7630,"movie,",1.0
7631,and,1.0
7632,with,1.0
7633,the,1.0
7634,subsequent,1.0
7635,movies,1.0
7636,which,1.0
7637,followed.,1.0
7638,I,1.0
7639,wait,1.0
7640,in,1.0
7641,great,1.0
7642,anticipation,1.0
7643,for,1.0
7644,Episode,1.0
7645,3.,1.0
7646,I'm,1.0
7647,a,1.0
7648,"fan,",1.0
7649,and,1.0
7650,I,1.0
7651,don't,1.0
7652,care,1.0
7653,what,1.0
7654,other,1.0
7655,people,1.0
7656,say,1.0
7657,about,1.0
7658,Episodes,1.0
7659,1,1.0
7660,&,1.0
7661,2.,1.0
7662,I,1.0
7663,don't,1.0
7664,even,1.0
7665,mind,1.0
7666,the,1.0
7667,"""prequel""",1.0
7668,"factor,",1.0
7669,as,1.0
7670,the,1.0
7671,situation,1.0
7672,at,1.0
7673,the,1.0
7674,"time,",1.0
7675,dictated,1.0
7676,to,1.0
7677,Lucas,1.0
7678,which,1.0
7679,movies,1.0
7680,he,1.0
7681,would,1.0
7682,do,1.0
7683,first.,1.0
7684,"See,",1.0
7685,I,1.0
7686,remember,1.0
7687,the,1.0
7688,studios,1.0
7689,saying,1.0
7690,to,1.0
7691,him,1.0
7692,that,1.0
7693,he,1.0
7694,had,1.0
7695,to,1.0
7696,choose,1.0
7697,from,1.0
7698,the,1.0
7699,three,1.0
7700,central,1.0
7701,climactic,1.0
7702,"books,",1.0
7703,and,1.0
7704,trash,1.0
7705,the,1.0
7706,"rest,",1.0
7707,or,1.0
7708,just,1.0
7709,trash,1.0
7710,the,1.0
7711,whole,1.0
7712,idea.,1.0
7713,He,1.0
7714,didn't,1.0
7715,exactly,1.0
7716,"""sell",1.0
7717,"out,""",1.0
7718,he,1.0
7719,did,1.0
7720,what,1.0
7721,he,1.0
7722,had,1.0
7723,to,1.0
7724,do,1.0
7725,to,1.0
7726,get,1.0
7727,his,1.0
7728,movie...his,1.0
7729,vision...out,1.0
7730,there,1.0
7731,for,1.0
7732,us,1.0
7733,to,1.0
7734,see,1.0
7735,and,1.0
7736,experience.,1.0
7737,I,1.0
7738,admired,1.0
7739,his,1.0
7740,decision,1.0
7741,"then,",1.0
7742,and,1.0
7743,I,1.0
7744,admire,1.0
7745,it,1.0
7746,now.,1.0
7747,Episodes,1.0
7748,1-3,1.0
7749,are,1.0
7750,being,1.0
7751,filmed,1.0
7752,"now,",1.0
7753,because,1.0
7754,Lucas,1.0
7755,had,1.0
7756,the,1.0
7757,"clout,",1.0
7758,the,1.0
7759,"money,",1.0
7760,and,1.0
7761,the,1.0
7762,patience,1.0
7763,to,1.0
7764,give,1.0
7765,us,1.0
7766,his,1.0
7767,vision...his,1.0
7768,complete,1.0
7769,vision,1.0
7770,and,1.0
7771,not,1.0
7772,just,1.0
7773,the,1.0
7774,three,1.0
7775,center,1.0
7776,books,1.0
7777,of,1.0
7778,a,1.0
7779,9-book,1.0
7780,series.,1.0
7781,I,1.0
7782,realize,1.0
7783,that,1.0
7784,"now,",1.0
7785,there,1.0
7786,are,1.0
7787,dozens,1.0
7788,of,1.0
7789,"books,",1.0
7790,but,1.0
7791,at,1.0
7792,the,1.0
7793,"time,",1.0
7794,there,1.0
7795,were,1.0
7796,nine.,1.0
7797,And,1.0
7798,while,1.0
7799,most,1.0
7800,of,1.0
7801,us,1.0
7802,were,1.0
7803,happy,1.0
7804,with,1.0
7805,Episodes,1.0
7806,4-6,1.0
7807,and,1.0
7808,would,1.0
7809,not,1.0
7810,have,1.0
7811,missed,1.0
7812,1-3,1.0
7813,and,1.0
7814,"7-9,",1.0
7815,I,1.0
7816,personally,1.0
7817,am,1.0
7818,so,1.0
7819,very,1.0
7820,glad,1.0
7821,he,1.0
7822,has,1.0
7823,taken,1.0
7824,it,1.0
7825,upon,1.0
7826,himself,1.0
7827,to,1.0
7828,give,1.0
7829,us,1.0
7830,his,1.0
7831,full,1.0
7832,vision.,1.0
7833,I,1.0
7834,have,1.0
7835,enjoyed,1.0
7836,each,1.0
7837,and,1.0
7838,every,1.0
7839,installment,1.0
7840,with,1.0
7841,the,1.0
7842,same,1.0
7843,sense,1.0
7844,of,1.0
7845,awe,1.0
7846,and,1.0
7847,joy,1.0
7848,as,1.0
7849,I,1.0
7850,did,1.0
7851,this,1.0
7852,one.,1.0
7853,The,1.0
7854,casting,1.0
7855,was,1.0
7856,the,1.0
7857,first,1.0
7858,triumph,1.0
7859,for,1.0
7860,this,1.0
7861,cinematic,1.0
7862,milestone.,1.0
7863,Ford,1.0
7864,is,1.0
7865,a,1.0
7866,charismatic,1.0
7867,and,1.0
7868,magnetic,1.0
7869,personality,1.0
7870,and,1.0
7871,portrayed,1.0
7872,Han,1.0
7873,with,1.0
7874,a,1.0
7875,professionalism,1.0
7876,that,1.0
7877,you'd,1.0
7878,expect,1.0
7879,from,1.0
7880,more,1.0
7881,seasoned,1.0
7882,actors.,1.0
7883,Sir,1.0
7884,Alec,1.0
7885,Guiness,1.0
7886,is,1.0
7887,an,1.0
7888,absolute,1.0
7889,joy,1.0
7890,as,1.0
7891,Obi,1.0
7892,Wan.,1.0
7893,His,1.0
7894,casting,1.0
7895,was,1.0
7896,precise,1.0
7897,and,1.0
7898,excellent,1.0
7899,in,1.0
7900,that,1.0
7901,part.,1.0
7902,Carrie,1.0
7903,Fisher,1.0
7904,portrayed,1.0
7905,Leia,1.0
7906,in,1.0
7907,a,1.0
7908,way,1.0
7909,"that,",1.0
7910,up,1.0
7911,until,1.0
7912,"then,",1.0
7913,had,1.0
7914,never,1.0
7915,been,1.0
7916,experienced.,1.0
7917,Most,1.0
7918,"""princess""",1.0
7919,types,1.0
7920,before,1.0
7921,her,1.0
7922,were,1.0
7923,"whining,",1.0
7924,"whimpering,",1.0
7925,little,1.0
7926,snots,1.0
7927,who,1.0
7928,were,1.0
7929,incapable,1.0
7930,of,1.0
7931,anything,1.0
7932,beyond,1.0
7933,tripping,1.0
7934,and,1.0
7935,twisting,1.0
7936,their,1.0
7937,ankle,1.0
7938,in,1.0
7939,times,1.0
7940,of,1.0
7941,"peril,",1.0
7942,while,1.0
7943,Fisher,1.0
7944,portrayed,1.0
7945,her,1.0
7946,character,1.0
7947,as,1.0
7948,a,1.0
7949,"bold,",1.0
7950,"brazen,",1.0
7951,yet,1.0
7952,sophisticated,1.0
7953,and,1.0
7954,educated,1.0
7955,woman,1.0
7956,who,1.0
7957,was,1.0
7958,aware,1.0
7959,of,1.0
7960,her,1.0
7961,surroundings,1.0
7962,and,1.0
7963,capable,1.0
7964,of,1.0
7965,defending,1.0
7966,herself,1.0
7967,and,1.0
7968,her,1.0
7969,realm,1.0
7970,with,1.0
7971,the,1.0
7972,utmost,1.0
7973,authority.,1.0
7974,And,1.0
7975,Mark,1.0
7976,Hamil.,1.0
7977,He,1.0
7978,was,1.0
7979,perfectly,1.0
7980,cast,1.0
7981,as,1.0
7982,the,1.0
7983,whining,1.0
7984,little,1.0
7985,boy,1.0
7986,who,1.0
7987,wanted,1.0
7988,"more,",1.0
7989,but,1.0
7990,was,1.0
7991,afraid,1.0
7992,to,1.0
7993,reach,1.0
7994,for,1.0
7995,it.,1.0
7996,He,1.0
7997,grows,1.0
7998,up,1.0
7999,quite,1.0
8000,well,1.0
8001,on,1.0
8002,film,1.0
8003,in,1.0
8004,these,1.0
8005,three,1.0
8006,"installments,",1.0
8007,and,1.0
8008,endears,1.0
8009,himself,1.0
8010,to,1.0
8011,the,1.0
8012,audience,1.0
8013,so,1.0
8014,much,1.0
8015,the,1.0
8016,more,1.0
8017,for,1.0
8018,it.,1.0
8019,But,1.0
8020,a,1.0
8021,cast,1.0
8022,member,1.0
8023,who,1.0
8024,is,1.0
8025,almost,1.0
8026,always,1.0
8027,left,1.0
8028,out,1.0
8029,of,1.0
8030,these,1.0
8031,reviews,1.0
8032,is,1.0
8033,Peter,1.0
8034,Mayhew.,1.0
8035,Chewbacca.,1.0
8036,His,1.0
8037,"character,",1.0
8038,as,1.0
8039,a,1.0
8040,supporting,1.0
8041,character,1.0
8042,to,1.0
8043,"Han's,",1.0
8044,was,1.0
8045,exemplary.,1.0
8046,It's,1.0
8047,not,1.0
8048,easy,1.0
8049,portraying,1.0
8050,a,1.0
8051,walking,1.0
8052,"carpet,",1.0
8053,yet,1.0
8054,holding,1.0
8055,the,1.0
8056,"attention,",1.0
8057,"admiration,",1.0
8058,and,1.0
8059,love,1.0
8060,of,1.0
8061,virtual,1.0
8062,millions.,1.0
8063,I,1.0
8064,am,1.0
8065,VERY,1.0
8066,happy,1.0
8067,about,1.0
8068,his,1.0
8069,being,1.0
8070,cast,1.0
8071,as,1.0
8072,Chewy,1.0
8073,in,1.0
8074,Episode,1.0
8075,3.,1.0
8076,Couldn't,1.0
8077,happen,1.0
8078,to,1.0
8079,a,1.0
8080,more,1.0
8081,deserving...or,1.0
8082,capable...fellow.,1.0
8083,Bravo!,1.0
8084,And,1.0
8085,James,1.0
8086,Earl,1.0
8087,Jones's,1.0
8088,voice,1.0
8089,being,1.0
8090,used,1.0
8091,as,1.0
8092,the,1.0
8093,voice,1.0
8094,of,1.0
8095,Darth,1.0
8096,"Vader,",1.0
8097,was,1.0
8098,pure,1.0
8099,genius.,1.0
8100,His,1.0
8101,commanding,1.0
8102,voice,1.0
8103,haunted,1.0
8104,the,1.0
8105,dreams,1.0
8106,of,1.0
8107,countless,1.0
8108,thousands,1.0
8109,of,1.0
8110,star-struck,1.0
8111,children,1.0
8112,for,1.0
8113,generations,1.0
8114,to,1.0
8115,come.,1.0
8116,I,1.0
8117,also,1.0
8118,have,1.0
8119,to,1.0
8120,say,1.0
8121,that,1.0
8122,this,1.0
8123,movie,1.0
8124,would,1.0
8125,not,1.0
8126,have,1.0
8127,had,1.0
8128,the,1.0
8129,charm,1.0
8130,it,1.0
8131,does,1.0
8132,had,1.0
8133,it,1.0
8134,not,1.0
8135,been,1.0
8136,for,1.0
8137,Anthony,1.0
8138,Daniels',1.0
8139,C3P0.,1.0
8140,He,1.0
8141,is,1.0
8142,a,1.0
8143,gift,1.0
8144,and,1.0
8145,a,1.0
8146,joy.,1.0
8147,The,1.0
8148,musical,1.0
8149,score,1.0
8150,by,1.0
8151,John,1.0
8152,Williams,1.0
8153,featured,1.0
8154,in,1.0
8155,this,1.0
